Longitude,Latitude,Site Name,Trinomial,Assay No.,Provenience (if known),Feature Type (if any),Material,Taxa dated,Status ,Human,Age,Error,Corrected/Raw,Normalized 14C age,Normalized age error,Delta 13C,Delta 13C source,Raw/Measured Age,� Raw/Measured Age,AMS or Radiometric,Comments,Reference,pdf,Easting,Northing,UTM,Datum,Zone,Region,northing, easting, zone,,
-99.31,30.68,Honey Creek,41MS32,CAMS-7467,Feature 3,,Charcoal,persimmon fruit,1A,No,180,60,Corrected,180,60,,,,,AMS,,,,470601,3394209,14,NAD 83,Inland,CTx,3394209,470601,14,,
-95.63,29.79,Park Row- South,41HR184,UCIAMS-156923,"XU 3, SU C, 30-40 cmbd, upper surface", ,Charcoal, ,1A,No,185,15,Corrected,185,15,-22.7,Measured,0,0,AMS, ,"Costa, August G. and Anastasia Gilmer, et al., 2018. Testing and Data Recovery Excavations at Site 41HR184 for Park Row Boulevard, Harris County, Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 630.","Costa, 2018, 41HR184 (Full Report).pdf",246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-95.63,29.79,Park Row- South,41HR184,PSU 6471,"41HR184, TX. U3 SubC L4 30-40 cmbd Lot 401", ,Charcoal, ,1A,No,185,15,Corrected,185,15,-22.7,measured,0,0, , ,"Costa Database, 2018", ,246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-97.46,30.63,,41WM437,D-AMS-5608,Feature 2.1,,Charcoal,,1A,No,189,25,Corrected,189,25,-19.5,measured,,,AMS,,"Kelly Pertulla database, CARD.  Rush et al. 2015 Dating the Upper Toyah Component at Rowe Valley (41WM437) or Establishing a New Temporal Context for Subsistence and Site Use at Rowe Valley. Bulletin of the Texas Archeological Society 86:109-130.",,647276,3389669,14,NAD 83,Inland,CTx,3389669,647276,14,,
-97.62,29.73,Santa Maria Creek,41CW104,Beta-226544,"Test Unit 4, Lot 20, Level 6, 45-55 cm, Soil horizon 2 Ab", ,charcoal, ,1A,No,190,40,Corrected,190,40,-23,measured,160,40,AMS, ,"2013. Rogers R. Archaeological Investigations at the Santa Maria Creek Site (41CW104) Caldwell County, Texas. Texas Antiquities Permit Nos. 4363/4636 and 4623. Atkins North America, Inc.",Rogers 2013,633125,3290080,14,NAD 83,Inland,TCP,3290080,633125,14,,
-95.63,29.79,Park Row- South,41HR184,UCIAMS-156927,"XU 3, SU C, 60-70 cmbd, upper surface", ,Charcoal, ,1A,No,190,15,Corrected,190,15,-23.5,Measured,0,0,AMS, ,"Costa, August G. and Anastasia Gilmer, et al., 2018. Testing and Data Recovery Excavations at Site 41HR184 for Park Row Boulevard, Harris County, Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 630.","Costa, 2018, 41HR184 (Full Report).pdf",246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-95.63,29.79,Park Row- South,41HR184,UCIAMS-156926,"XU 3, SU H, 50-60 cmbd, upper surface", ,Charcoal, ,1A,No,190,15,Corrected,190,15,-23.1,Measured,0,0,AMS, ,"Costa, August G. and Anastasia Gilmer, et al., 2018. Testing and Data Recovery Excavations at Site 41HR184 for Park Row Boulevard, Harris County, Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 630.","Costa, 2018, 41HR184 (Full Report).pdf",246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-95.63,29.79,Park Row- South,41HR184,PSU 6475,"41HR184, TX. U3 SubC L7 60-70 cmbd Lot 540", ,Charcoal, ,1A,No,190,15,Corrected,190,15,-23.5,measured,0,0, , ,"Costa Database, 2018", ,246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-95.63,29.79,Park Row- South,41HR184,PSU 6474,"41HR184, TX. U3 SubH L6 50-60 cmbd Lot 519", ,Charcoal, ,1A,No,190,15,Corrected,190,15,-23.1,measured,0,0, , ,"Costa Database, 2018", ,246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-97.1,28.89, ,41VT141,UCIAMS-129246, , ,Bone,bison,1A,No,190,20,Corrected,190,20,-7.8,measured,0,0,AMS, ,"Kelly Pertulla database, CARD.  Lohse, J.C., et al. 2014, A precise chronology of middle o late holocene bison exploitation in the far southern Great Plains, J. Texas Archaeology and History 1.", ,685190,3197520,14,NAD 83,Riverine,TCP,3197520,685190,14,,
-98.71,29.42,Medio Creek,41BX1421,Beta-163782,"Unit 1, Level 2",,charcoal,,1A,No,190,80,Corrected,190,80,-23.9,,170,,,,,,528130,3254627,14,NAD 83,Inland,CTx,3254627,528130,14,,
-99.99,30.5,Buckhollow ,41KM16,Tx-2855,,,,,1A,No,190,30,Corrected,190,30,,,,,,,"Ricklis, R., 1994. Archaic and Late Prehistory Human Ecology in the Middle Onion Creek Valley, Hays County, Texas.�Studies in Archeology�19, TARL. Vol. 1 and 2.�",Ricklis1994.pdf,404845,3374082,14,NAD 83,Inland,CTx,3374082,404845,14,,
-97.61,30.19,The Toyah Bluff Site,41TV441,Beta-130036,,,"Wood stake, charred material",,1A,No,190,40,Corrected,,,-23.1,measured,190,40,,Sample wood stake,"Karbula, J. Feit, R., and Griffith, T. (2001). Changing Perspectives on the Toyah: Data Recovery Investigations of 41TV441, The Toyah Bluff Site Travis County, Texas. Hicks and Company Archeology Series No. 94",Karbula 2001,633401,3340696,14,NAD 83,Inland,CTx,3340696,633401,14,,
-95.63,29.79,Park Row- South,41HR184,UCIAMS-156931,"XU 5, SU G, 40-50 cmbd, Lower surface", ,Charcoal, ,1A,No,195,15,Corrected,195,15,-24,Measured,0,0,AMS, ,"Costa, August G. and Anastasia Gilmer, et al., 2018. Testing and Data Recovery Excavations at Site 41HR184 for Park Row Boulevard, Harris County, Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 630.","Costa, 2018, 41HR184 (Full Report).pdf",246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-95.63,29.79,Park Row- South,41HR184,PSU 6479,"41HR184, TX. U5 SubG L5 40-50 cmbd Lot 833", ,Charcoal, ,1A,No,195,15,Corrected,195,15,-24,measured,0,0, , ,"Costa Database, 2018", ,246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-94.94,29.22,Mitchell Site,41GV66,Beta-53669,Feature 92-2, ,Bone,Human,1B,Yes,200,60,Corrected,200,60,0, ,0,60, , ,"Ricklis, Robert A.; 1994; Aboriginal Life and Culture on the Upper Texas Coast: Archaeology at the Mitchell Ridge Site, 41GV66, Galveston Island; Coastal Archaeological Research, Inc., Corpus Christi, Texas","Ricklis, 1994.pdf",311769,3233720,15,NAD 83,Coastal,TCP,3233720,311769,15,,
-95.63,29.79,Park Row- South,41HR184,UCIAMS-156925,"XU 3, SU C, 50-60 cmbd, upper surface", ,Charcoal, ,1A,No,200,15,Corrected,200,15,-24.9,Measured,0,0,AMS, ,"Costa, August G. and Anastasia Gilmer, et al., 2018. Testing and Data Recovery Excavations at Site 41HR184 for Park Row Boulevard, Harris County, Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 630.","Costa, 2018, 41HR184 (Full Report).pdf",246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-95.63,29.79,Park Row- South,41HR184,PSU 6473,"41HR184, TX. U3 SubC L6 50-60 cmbd Lot 486", ,Charcoal, ,1A,No,200,15,Corrected,200,15,-24.9,measured,0,0, , ,"Costa Database, 2018", ,246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-97.57,31.2,,41BL564,BETA-73900,,BRMO,CHARCOAL,,1A,No,200,60,Corrected,200,60,-24.7,measured,,,,,Fort Hood Database,,636705,3452587,14,NAD 83,Inland,CTx,3452587,636705,14,,
-98.48,30.67,Graham/Applegate,41LL419,Beta-131441,charcoal near central hearth of house 1,hearth,Charcoal,,1A,No,200,50,Corrected,200,50,,,,,AMS,,CARD March 2020 Database,,549820,3393068,14,NAD 83,Inland,CTx,3393068,549820,14,,
-98.85,31.27,,41SS164,Beta-231562,"Zone 7, Feature 2, Test Unit 2, level 6",,Charred material ,Prosopis glandulosa,1A,No,200,40,Corrected,200,40,-25.3,measured,200,40,AMS ,,"Bonine, Mindy L., Chavez, Michael R., Frederick, Charles, 2008, Significance Testing of Site 41SS164, San Saba County, Texas, Texas Department of Transportation, SWCA Enviornmental Consultants",Bonine 2008,514216,3458990,14,NAD 83,Inland,CTx,3458990,514216,14,,
-97.72,30.18,Smith Rockshelter,41TV42,TX-504,,Rockshelter,,,1A,No,200,70,Corrected,200,70,,,,,Radiometric,,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,622957,3339947,14,NAD 83,Inland,CTx,3339947,622957,14,,
-95.63,29.79,Park Row- South,41HR184,UCIAMS-156924,"XU 3, SU C, 40-50 cmbd, upper surface", ,Charcoal, ,1A,No,205,15,Corrected,205,15,-25.1,Measured,0,0,AMS, ,"Costa, August G. and Anastasia Gilmer, et al., 2018. Testing and Data Recovery Excavations at Site 41HR184 for Park Row Boulevard, Harris County, Texas. Moore Archeological Consulting, Inc. Report of Investigations Number 630.","Costa, 2018, 41HR184 (Full Report).pdf",246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-95.63,29.79,Park Row- South,41HR184,PSU 6472,"41HR184, TX. U3 SubC L5 40-50 cmbd Lot 438", ,Charcoal, ,1A,No,205,15,Corrected,205,15,-25.1,Measured,0,0, , ,"Costa Database, 2018", ,246206,3298185,15,NAD 83,Riverine,TCP,3298185,246206,15,,
-98.38,31.29,Simms Creek,41LM113,D-AMS 019789,Lot 41,,Charcoal,,1A,No,207,29,Corrected,207,29,,,,,AMS,,"Kelly Pertulla database, CARD.  Hixson et al. 2019, BTAS Vol. 90",,559087,3462279,14,NAD 83,Inland,CTx,3462279,559087,14,,
-99.99,30.5,Buckhollow,41KM16,Beta-30201,"Feature 16, Hearth",Hearth,Charcoal,,1A,No,209,70,Corrected,209,70,-26.3,measured,230,70,Radiometric,,CARD March 2020 Database,,404845,3374082,14,NAD 83,Inland,CTx,3374082,404845,14,,
-101.93,31.02,,41CX198,B-21620,"Unit 2, Level 2,�basin",Midden,,,1A,No,210,50,Corrected,210,50,,,,,,Few details listed. Reference given (Carlson & Mueller-Wille 1994) not located in search.�,"Turpin, Solveig A., 2000. Block 13: Archeological Survey on University Lands Crockett County, Texas. The University of Texas at Austin. ",Turpin 2000,220436,3435893,14,NAD 83,Inland,CTx,3435893,220436,14,,
-97.72,30.18,Smith Shelter,41TV42,TX-22,"From square N1-N2:B-C, 12-18 in, Layer 10",Rockshelter,charcoal,,1A,No,210,70,Raw,,,,,210,70,,Smith Shelter 8 Associated with Eddy points,"Tamers, M.A., F.J. Pearson, and E. Davis. 1964. University of Texas Radiocarbon Dates 2. Radiocarbon Dating Laboratory, Balcones Research Center, The University of Texas. Radiocarbon, Vol 6:138-159. ",Tamers 1964,622957,3339947,14,NAD 83,Inland,CTx,3339947,622957,14,,
-94.94,29.22, ,41GV66,D-AMS 030202,Burial F 64-4, ,Bone Collagen,Homo sp,1B,Yes,215,21,Corrected,215,21,0, ,0,0,AMS, ,Mauldin Database, ,311769,3233720,15,NAD 83,Coastal,TCP,3233720,311769,15,,
-97.93,29.89,,41HY165,UCIAMS-81005,"Unit 2, Level 7, Quad SW, Depth 55-65 cm",,Molar,Bison bison,1A,No,215,15,Corrected,215,15,-11.1,measured,,,AMS,"Field number 165-218-4, Right M1 or M2 with open roots, ?15N 8.6","Garber, J. Carol Leezer 2013. Prehistoric life along the banks of spring lake: Results and analysis of the Southwest Texas State Field schools (1996-1998) at 41 HY165, San Marcos, Hays County, Texas. Archaeological Studies report No 13",Garber 2013,603058,3307150,14,NAD 83,Inland,CTx,3307150,603058,14,,
-97.46,30.63,,41WM437,D-AMS-5611,Feature 6.1,,Charcoal,,1A,No,215,28,Corrected,215,28,-27.2,measured,,,AMS,,"Kelly Pertulla database, CARD.  Rush et al. 2015 Dating the Upper Toyah Component at Rowe Valley (41WM437) or Establishing a New Temporal Context for Subsistence and Site Use at Rowe Valley. Bulletin of the Texas Archeological Society 86:109-130.",,647276,3389669,14,NAD 83,Inland,CTx,3389669,647276,14,,
-94.94,29.22,Mitchell Site,41GV66,Beta-55872,Feature 63, ,Bone,Human,1B,Yes,220,70,Corrected,220,70,0, ,0,70, , ,"Ricklis, Robert A.; 1994; Aboriginal Life and Culture on the Upper Texas Coast: Archaeology at the Mitchell Ridge Site, 41GV66, Galveston Island; Coastal Archaeological Research, Inc., Corpus Christi, Texas","Ricklis, 1994.pdf",311769,3233720,15,NAD 83,Coastal,TCP,3233720,311769,15,,
-99.45,27.34,Becerra Creek,41WB556,Beta-149847,Feature 14, ,Charred material, ,1A,No,220,40,Corrected,220,40,-23.9,Measured,200,40,AMS,Sample 1475,"Mahoney et al. 2002. Archeological Data Recovery Excavations along Becerra Creek (41WB556), Webb County, Texas",Mahoney 2002.pdf,455708,3024554,14,NAD 83,Inland,TCP,3024554,455708,14,,
-101.93,31.02,,41CX198,B-21617,"Unit 2, Level 2,�basin",Midden,,,1A,No,220,70,Corrected,220,70,,,,,,Few details listed. Reference given (Carlson & Mueller-Wille 1994) not located in search.�,"Turpin, Solveig A., 2000. Block 13: Archeological Survey on University Lands Crockett County, Texas. The University of Texas at Austin. ",Turpin 2000,220436,3435893,14,NAD 83,Inland,CTx,3435893,220436,14,,
-97.97,29.87,Zapotec,41HY163,UGAMS-4426,"Unit 18, Level 2",,Tooth enamel,Bison bison,1A,No,220,25,Corrected,220,25,,,,,AMS,"Field number: 175-328, Tooth enamel sampled, enamel bioapatite","2011 Lohse Jon. Prehistoric life, labor, and residence southeast central Texas (41HY163)Archaeological Studies Report 18. Center for Archaeological Studies Texas State University-San Marcos",Lohse 2011,599753,3304750,14,NAD 83,Inland,CTx,3304750,599753,14,,
-99.99,30.5,Buckhollow ,41KM16,Beta-305758,,,Charcoal,,1A,No,220,30,Corrected,220,30,-23.9,measured,200,30,AMS,Sample: 41KM16-369-C9,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,404845,3374082,14,NAD 83,Inland,CTx,3374082,404845,14,,
-97.72,30.18,Smith Rockshelter,41TV42,TX-510,,Rockshelter,,,1A,No,220,70,Corrected,220,70,,,,,Radiometric,,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,622957,3339947,14,NAD 83,Inland,CTx,3339947,622957,14,,
-99.84,29.58,the Woodrow Heard Site,41UV88,CAMS- 14505,"Area A, Midden 3",Midden,Charcoal,Agarita wood,1A,No,220,60,Corrected,220,60,-25.7,Measured,210,60,AMS, ,"Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Research Laboratory, The University",Decker 2000,418183,3272196,14,NAD 83,Inland,CTx,3272196,418183,14,,
-99.84,29.58,Woodrow Heard,41UV88,CAMS-14505,"Area A, Midden 3 , Midden", ,Charcoal,Agarita wood,1A,No,220,60,Corrected,220,60,-25.7,Measured,210,60,AMS, ,"Kelly Pertulla database, CARD.  Decker, Susan, Black, Stephen L., Gustavson, Thomas, 2000, The Woodrow Heard Site, 41UV88 A Holocene Terrace Site in the Western Balcones Canyonlands of Southwestern Texas, Studies in Archeology 33, Texas Archeological Res", ,418183,3272196,14,NAD 83,Inland,CTx,3272196,418183,14,,
-94.94,29.22, ,41GV66,D-AMS 029962,Burial F 64-1,Burial,Bone Collagen,Homo sp,1B,Yes,225,23,Corrected,225,23,0, ,0,0,AMS, ,Mauldin Database, ,311769,3233720,15,NAD 83,Coastal,TCP,3233720,311769,15,,
-101.93,31.02,,41CX198,B-21610,"Unit 2, Level 2, basin",Midden,,,1A,No,230,50,Corrected,230,50,,,,,,Few details listed. Reference given (Carlson & Mueller-Wille 1994) not located in search.�,"Turpin, Solveig A., 2000. Block 13: Archeological Survey on University Lands Crockett County, Texas. The University of Texas at Austin. ",Turpin 2000,220436,3435893,14,NAD 83,Inland,CTx,3435893,220436,14,,
-99.99,30.5,Buckhollow,41KM16,Tx-2854,"Feature 15, hearth",hearth,Charcoal,,1A,No,230,86,Corrected,230,86,-25.5,measured,230,50,Radiometric,,CARD March 2020 Database,,404845,3374082,14,NAD 83,Inland,CTx,3374082,404845,14,,
-98.85,31.27,,41SS164,Beta-231563,"Zone 6, Test Units 1 and 2 ",,Charred material ,Quercus fusiformis ,1A,No,230,40,Corrected,230,40,-25.6,measured,240,40,AMS ,,"Bonine, Mindy L., Chavez, Michael R., Frederick, Charles, 2008, Significance Testing of Site 41SS164, San Saba County, Texas, Texas Department of Transportation, SWCA Enviornmental Consultants",Bonine 2008,514216,3458990,14,NAD 83,Inland,CTx,3458990,514216,14,,
-98.46,29.33,,41BX256,D-AMS 008854,Fea 32,,assume C3,,1A,No,231,27,Corrected,231,27,-21.5,,259,,,,,,552750,3244313,14,NAD 83,Inland,CTx,3244313,552750,14,,
-95.47,29.86, ,41HR541,Beta-24076,Subunits C2-C3, ,Bone collagen,Bison,1A,No,240,60,Raw,0,0,0, ,240,60,Radiometric,Corrected age not provided,"McReynolds et. al.; 1988; Archaeological Investigations at a Late Ceramic Period Bison Kill Site, (41HR541), Whiteoak Bayou, Harris County, Texas; Reports of Investigations No. 7; Archeological research Laboratory Texas A&M University","McReynolds, 1988.pdf",261729,3306045,15,NAD 83,Riverine,TCP,3306045,261729,15,,
-99.45,27.34,The Boiler Site,41WB557,Beta-149780,"Block North, Unit 104, Depth 0-10cmbs, Feature No. 21", ,Wood Charcoal, ,1A,No,240,60,Corrected,240,60,-25.2,Measured,240,50,AMS,Catalog No. 1261-8a-a.�Beta sheets can be found in primary source.�,"Quigg et al, 2002. The Boiler Site (41WB557): Utilization of an Upland Setting Over the Last 4200 Years, Webb County, Texas.",Quigg 2002.pdf,455935,3024172,14,NAD 83,Inland,TCP,3024172,455935,14,,
-97.81,31.26,,41CV1553,BETA-136840,"Unit #4, Feature #3, Depth 14cm",HEARTH,CHARCOAL,OAK,1A,No,240,50,Corrected,240,50,-25.9,measured,,,Radiometric,,Fort Hood Database,,612913,3458884,14,NAD 83,Inland,CTx,3458884,612913,14,,
-99.99,30.5,Buckhollow ,41KM16,Beta-305751,,,Charcoal,,1A,No,240,30,Corrected,240,30,-23.9,measured,220,30,AMS,Sample: 41KM16-26-C1,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,404845,3374082,14,NAD 83,Inland,CTx,3374082,404845,14,,
-99.99,30.5,Buckhollow ,41KM16,Beta-305753,,,Charcoal,,1A,No,240,30,Corrected,240,30,-23.5,measured,220,30,AMS,Sample: 41KM16-67-C3,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,404845,3374082,14,NAD 83,Inland,CTx,3374082,404845,14,,
-99.99,30.5,Buckhollow ,41KM16,Beta-305757,,,Charcoal,,1A,No,240,30,Corrected,240,30,-25.3,measured,240,30,AMS,Sample: 41KM16-368-C8,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,404845,3374082,14,NAD 83,Inland,CTx,3374082,404845,14,,
-99.9,30.34,Little Paint Site,41KM226,Beta-234349,99.64m ,,Wood Charcoal,,1A,No,240,40,Corrected,240,40,-25.4,measured,250,40,AMS,Sample: 41KM226-129-C2,"Carpenter, Stephen M. et al., 2012. The Little Paint Site: A Classic Toyah Camp on the South Llano River, Kimble County, Texas. SWCA Cultural Resources Report No. 12-429; Tx Dept. of Transportation Archeological Studies Program Report No. 148. ",Carpenter2012.pdf,413235,3357345,14,NAD 83,Inland,CTx,3357345,413235,14,,
-99.31,31.4,,41MK27,Beta-130457,N 48-50/ E 32-34  Level 3 ,Midden ,bone collagen ,,1A,No,240,40,Corrected,240,40,,,,,AMS,"100.3 modern +- .005, 240 +-40 BP","Irwin, Ann M., Houk, Brett A., Drake, Doug, et. al., 1999, Excavations at the Bluff Creek Sites: 41MK10 and 41MK27, McCulloch County, Texas, Texas Depatment of Transportation, SWCA, Inc. Environmental Consultants",Irwin 1999,470244,3473497,14,NAD 83,Inland,CTx,3473497,470244,14,,
-97.72,30.18,Smith Shelter,41TV42,TX-21,"From square N1-N2:B-C, 18-24 in, Layers 11-10",Rockshelter,charcoal,,1A,No,240,140,Raw,,,,,240,140,,Smith Shelter 7,"Tamers, M.A., F.J. Pearson, and E. Davis. 1964. University of Texas Radiocarbon Dates 2. Radiocarbon Dating Laboratory, Balcones Research Center, The University of Texas. Radiocarbon, Vol 6:138-159. ",Tamers 1964,622957,3339947,14,NAD 83,Inland,CTx,3339947,622957,14,,
-97.72,30.18,Smith Rockshelter,41TV42,TX-509,,Rockshelter,,,1A,No,240,70,Corrected,240,70,,,,,Radiometric,,"Ricklis, R. 1994. Archaic and Late Prehistoric Human Ecology in the Middle Onion Creek Valley, Hays County, Texas. Studies in Archeology 19, TARL. Vol 1 and 2. ",Ricklis 1994,622957,3339947,14,NAD 83,Inland,CTx,3339947,622957,14,,
-97.46,30.63,,41WM437,D-AMS-5612,Feature 11.1,,Charcoal,,1A,No,246,23,Corrected,246,23,-25.7,measured,,,AMS,,"Kelly Pertulla database, CARD.  Rush et al. 2015 Dating the Upper Toyah Component at Rowe Valley (41WM437) or Establishing a New Temporal Context for Subsistence and Site Use at Rowe Valley. Bulletin of the Texas Archeological Society 86:109-130.",,647276,3389669,14,NAD 83,Inland,CTx,3389669,647276,14,,
-97.15,30.46, ,41LE177,Beta-139275,"Backhoe Trench 16, 100-110 cm", ,Charcoal, ,1A,No,250,70,Corrected,250,70,-25,estimated,250,70,radiometric,sample was 3 cm. Too young for deposition 50 cm below surface. site-specific dating of archaeological materials and of geomorphic sediments are based largely upon optically stimulated luminescence (OSL) of quartz sand rather than upon radiocarbon assays.,"2001, Ricklis,R. National Register Eligibility Testing at 41LE177, Alcoa Sandow Mine, Lee County, Texas: Archaeological, Geoarchaeological, and Paleoenvironmental Assessment of an Upland Sandy Mantle Site. Coastal Archaeological Research, Inc.",Ricklis 2001,677714,3371014,14,NAD 83,Inland,TCP,3371014,677714,14,,
